id,file_name,page_start,page_end,current_section_number,detected_body_heading,mismatch_type,first_40_words_sanitized,contains_group_m,contains_1115,contains_12000,contains_903,contains_907,recommended_action,proposed_section_number,confidence,reviewer_notes
4078,SBC 801 - The Saudi Fire Protection Code (3)-401-600_extracted_chunks.json,21,47,807.5.2,807.5.2.2,body_heading_child_of_section_number,"❖ Materials, such as clothing, other personal effects and artwork, have the potential for creating a fire hazard within the main path of egress travel. This section allows the storage of clothing and other personal effects within these areas only",,,,1,,split_chunk_candidate,,,
4079,SBC 801 - The Saudi Fire Protection Code (3)-401-600_extracted_chunks.json,21,47,1105.8,,no_detectable_heading,"❖ This section is focused on the sleeping units and dwelling units within Group I-1, which are typically assisted living and similar occupancies, and Group I-2, Condition 1, which are nursing homes. Since the requirements are focused within the sleeping",,,,1,,split_chunk_candidate,,,
4082,SBC 801 - The Saudi Fire Protection Code (3)-401-600_extracted_chunks.json,30,32,804.2.2,804.2.3,body_heading_differs_from_section_number,"❖ Even though other trim materials are not limited in dimension, the maximum thickness and width of foam plastic trim is limited to 13 mm and 200 mm, respectively. These dimensions were selected because they were typical of the maximums",,,,,,split_chunk_candidate,,,
4083,SBC 801 - The Saudi Fire Protection Code (3)-401-600_extracted_chunks.json,30,32,804.3,,no_detectable_heading,"❖ The use of a classification system eliminates the need to state the actual critical radiant flux value for a product to meet the identification requirements of Section 804.3. Over the years, a classification system has been found to be",,,,,,split_chunk_candidate,,,
4084,SBC 801 - The Saudi Fire Protection Code (3)-401-600_extracted_chunks.json,30,32,804.3.3,804.3.3.2,body_heading_child_of_section_number,"❖ DOC FF-1, also referred to as the “Methenamine Pill Test,” was developed as a means of preventing the distribution of highly flammable soft floor coverings. The test essentially evaluates the performance of the floor covering when subject to a",,,,1,,split_chunk_candidate,,,
3895,SBC 801 - The Saudi Fire Protection Code (3)-401-600_extracted_chunks.json,33,39,804.1,,no_detectable_heading,"CHAPTER 8—INTERIOR FINISH, DECORATIVE MATERIALS AND FURNISHINGS SBC 801-CC-2024 403 application is controlled in a similar manner as the 10-percent limitation for interior trim. The exception recognizes that some materials used as interior finish trim that meet the flammability requirements",,,,,,split_chunk_candidate,,,
3896,SBC 801 - The Saudi Fire Protection Code (3)-401-600_extracted_chunks.json,33,39,805.2.1,,no_detectable_heading,❖ This section focuses on the ignitability of furniture when exposed to lighted cigarettes and is consistent with Section 805.2.1.1 for Group I-2 occupancies and Section 805.3.1.1 for Group I-3 detention and correctional facilities. It offers an alternative test (NFPA,,,,1,,split_chunk_candidate,,,
3897,SBC 801 - The Saudi Fire Protection Code (3)-401-600_extracted_chunks.json,33,39,805.1.1,,no_detectable_heading,"X = 25,000 kJ/600 sec = 41.66 kJ/sec X = 41.66 kJ/sec = 41.66 kW ~ 42 kW heat release rate A steady fire of 42 kW (133 kJ/sec) for 10 minutes will result in a total energy release of",,,,,,split_chunk_candidate,,,
3898,SBC 801 - The Saudi Fire Protection Code (3)-401-600_extracted_chunks.json,33,39,805.2.2,805.1.2.2,body_heading_differs_from_section_number,"❖ This section sets a maximum char length of 50 mm when the mattress is tested under DOC 16 CFR, Part 1632. This test is a mandatory regulation for all mattresses sold in the United States. More specifically, it is",,,,1,,split_chunk_candidate,,,
3899,SBC 801 - The Saudi Fire Protection Code (3)-401-600_extracted_chunks.json,33,39,805.2.1,,no_detectable_heading,"occupancies and Group B ambulatory care facilities. ❖ This section introduces Sections 805.2.1 through 805.2.2.3, which contain requirements for controlling the hazards associated with upholstered furniture and mattresses in new and existing Group I-2 occupancies and Group B ambulatory care",,,,1,,split_chunk_candidate,,,
3900,SBC 801 - The Saudi Fire Protection Code (3)-401-600_extracted_chunks.json,33,39,805.1.1,805.2.1.3,body_heading_differs_from_section_number,"❖ This section is identical to Section 805.1.1.2 and focuses on the potential heat release rate of upholstered furniture if a fire occurs (see commentary, Section 805.1.1.2). 805.2.1.3 Identification. Upholstered furniture shall bear the label of an approved agency, confirming",,,,1,,split_chunk_candidate,,,
3901,SBC 801 - The Saudi Fire Protection Code (3)-401-600_extracted_chunks.json,33,39,805.3.1,805.3.1.1,body_heading_child_of_section_number,❖ This section informs the user that two aspects of upholstered furniture are regulated: the ignitability by cigarettes and the maximum allowable heat release in accordance with ASTM E1537. 805.3.1.1 Ignition by cigarettes. Newly introduced upholstered furniture shall be shown,,,,,,split_chunk_candidate,,,
3902,SBC 801 - The Saudi Fire Protection Code (3)-401-600_extracted_chunks.json,33,39,805.1.2,,no_detectable_heading,"❖ This section is the same as Section 805.1.2.2 in limiting the maximum heat release rate and the total energy (or heat) release (see commentary, Section 805.1.2.2). 805.3.2.2.2 Mass loss test. Newly introduced mattresses shall have a mass loss not",,,,,,split_chunk_candidate,,,
3904,SBC 801 - The Saudi Fire Protection Code (3)-401-600_extracted_chunks.json,40,40,805.4.2,805.4.2.1,body_heading_child_of_section_number,"CHAPTER 8—INTERIOR FINISH, DECORATIVE MATERIALS AND FURNISHINGS SBC 801-CC-2024 410 characteristics of mattresses. 805.4.2.1 Ignition by cigarettes. Newly introduced mattresses shall be shown to resist ignition by cigarettes as determined by tests conducted in accordance with DOC 16 CFR Part",,,,1,,split_chunk_candidate,,,
3906,SBC 801 - The Saudi Fire Protection Code (3)-401-600_extracted_chunks.json,41,41,806.1.1,,no_detectable_heading,"CHAPTER 8—INTERIOR FINISH, DECORATIVE MATERIALS AND FURNISHINGS SBC 801-CC-2024 411 tipping over, potentially into an ignition source, and ensure that the support device is designed and used to keep the water supply to the tree at a useful level. More",,,,,,split_chunk_candidate,,,
3908,SBC 801 - The Saudi Fire Protection Code (3)-401-600_extracted_chunks.json,48,49,807.2,808.1,suspicious_cross_chapter_label,"CHAPTER 8—INTERIOR FINISH, DECORATIVE MATERIALS AND FURNISHINGS SBC 801-CC-2024 418 units, the combustible decorative materials shall be of limited quantities such that a hazard of fire development or spread is not present. ❖ This section is consistent with the needs",,,,,,split_chunk_candidate,,,
3911,SBC 801 - The Saudi Fire Protection Code (3)-401-600_extracted_chunks.json,50,61,803.9,808.5,suspicious_cross_chapter_label,"CHAPTER 8—INTERIOR FINISH, DECORATIVE MATERIALS AND FURNISHINGS SBC 801-CC-2024 420 polypropylene. Polypropylene, as discussed in the commentary to Section 803.9, is a thermoplastic that gives off considerable energy and produces a pooling flammable liquid fire when it burns. 808.5 Play",,,,,,manual_review,,,
3912,SBC 801 - The Saudi Fire Protection Code (3)-401-600_extracted_chunks.json,50,61,803.11,,no_detectable_heading,"Rooms and enclosed spacesc Interior exit stairways and interior exit ramps and exit passagewaysa,b Corridors and enclosure for exit access stairways and exit access ramps Rooms and enclosed spacesc A-1 & A-2 B B C A Ad Be A-3f, A-",,,,1,,do_not_touch,,,
3914,SBC 801 - The Saudi Fire Protection Code (3)-401-600_extracted_chunks.json,62,101,102.7,,no_detectable_heading,CHAPTER 9— FIRE PROTECTION AND LIFE SAFETY SYSTEMS SBC 801-CC-2024 432 — FIRE PROTECTION AND LIFE SAFETY SYSTEMS ❖ General Comments The provisions required by Chapter 9 are just part of the overall fire protection system of a building or,,,,1,,split_chunk_candidate,,,
3919,SBC 801 - The Saudi Fire Protection Code (3)-401-600_extracted_chunks.json,64,71,1020.1,,no_detectable_heading,CHAPTER 9— FIRE PROTECTION AND LIFE SAFETY SYSTEMS SBC 801-CC-2024 434 ❖ Fire protection and life safety systems that are required by Chapter 9 or by another section of either SBC 201 or the code must be considered as required,,,,,,split_chunk_candidate,,,
3920,SBC 801 - The Saudi Fire Protection Code (3)-401-600_extracted_chunks.json,64,71,707.3.10,901.4.5,suspicious_cross_chapter_label,❖ This section provides specific guidance on how a building needs to be divided into fire areas in order to avoid requiring a fire protection system to be installed. A single occupancy group would require fire barriers or horizontal assemblies,,,,,,split_chunk_candidate,,,
3921,SBC 801 - The Saudi Fire Protection Code (3)-401-600_extracted_chunks.json,64,71,901.4.7,901.4.7.1,body_heading_child_of_section_number,"Given that the design of fire protection systems generally commences during the period that building construction drawings and specifications are being reviewed by the jurisdiction, it will be especially important for the building’s designer to establish dialogue with the fire",,,,,,split_chunk_candidate,,,
3923,SBC 801 - The Saudi Fire Protection Code (3)-401-600_extracted_chunks.json,64,71,901.6.1,,no_detectable_heading,"Periodic tests following standardized methods are intended to confirm the results of inspections and determine that all components function properly and that systems meet their original design specifications. Tools, equipment or devices are usually required for these tests. Because tests",,,,,,split_chunk_candidate,,,
3924,SBC 801 - The Saudi Fire Protection Code (3)-401-600_extracted_chunks.json,64,71,901.6.2,901.6.2.2,body_heading_child_of_section_number,❖ NFPA 4 is referenced for compliance in this section for the integrated testing of fire protection systems in high-rise buildings. The integrated test is to be completed before the building is allowed to be occupied and additionally every 10,,,,,,split_chunk_candidate,,,
3928,SBC 801 - The Saudi Fire Protection Code (3)-401-600_extracted_chunks.json,64,71,901.9,,no_detectable_heading,❖ The current code and SBC 201 do not require occupant-use hoses in as many locations as were required in previous editions of the codes and referenced standards. There also has been a shift in the philosophy of fire service,,,,,,split_chunk_candidate,,,
3930,SBC 801 - The Saudi Fire Protection Code (3)-401-600_extracted_chunks.json,73,85,201.4,903.1,suspicious_cross_chapter_label,"CHAPTER 9— FIRE PROTECTION AND LIFE SAFETY SYSTEMS SBC 801-CC-2024 443 (see also commentaries, Sections 201 through 201.4). Certain requirements in the code are based on code provisions in SBC 201, SBC 501 and SBC 701. A review of definitions",,,,1,,split_chunk_candidate,,,
3932,SBC 801 - The Saudi Fire Protection Code (3)-401-600_extracted_chunks.json,73,85,903.2.1,903.2.1.1,body_heading_child_of_section_number,The requirement for sprinklers is based on the location and function of the space. It is not dependent on whether or not the area is provided with exterior walls. SBC 801 Committee Interpretation No. 25-05 to this section discusses this,,1,,1,,safe_auto_candidate,,,
3933,SBC 801 - The Saudi Fire Protection Code (3)-401-600_extracted_chunks.json,73,85,903.2.1,903.2.1.2,body_heading_child_of_section_number,Condition 4 states that a sprinkler system is required for multiplex theater complexes to account for the delay associated with the notification of adjacent compartmentalized spaces where the occupants may not be immediately aware of an emergency. 903.2.1.2 Group A-2.,,1,,1,,split_chunk_candidate,,,
4085,SBC 801 - The Saudi Fire Protection Code (3)-401-600_extracted_chunks.json,73,85,903.2,,no_detectable_heading,"❖ Group A-3 occupancies are assembly occupancies intended for worship, recreation or amusement and other assembly uses not classified elsewhere in Group A, such as mosques, museums and libraries. While Group A-3 occupancies could potentially have a high occupant load,",,1,,1,,split_chunk_candidate,,,
4086,SBC 801 - The Saudi Fire Protection Code (3)-401-600_extracted_chunks.json,73,85,1030.1.1,903.2.1.6,suspicious_cross_chapter_label,❖ This section provides the area threshold for automatic sprinklers to be required in an enclosed space under grandstands or bleachers. Areas that are 100 m2 or less are required to be constructed in accordance with Section 1030.1.1.1 in order,,,,1,,split_chunk_candidate,,,
4087,SBC 801 - The Saudi Fire Protection Code (3)-401-600_extracted_chunks.json,73,85,903.2.1,903.2.1.7,body_heading_child_of_section_number,❖ Automatic sprinkler systems are required in occupancies other than open parking garages to protect the assembly occupancy above the fire and to protect the means of egress. Based on the inherent fire safety provided by open parking garages of,,,,1,,split_chunk_candidate,,,
4088,SBC 801 - The Saudi Fire Protection Code (3)-401-600_extracted_chunks.json,73,85,903.2.3,,no_detectable_heading,"❖ Ambulatory care facilities are Group B occupancies, which have an enhanced set of requirements that account for the fact that patients may be incapable of self-preservation and require rescue by other occupants or fire personnel. There are several aspects",1,1,,1,,split_chunk_candidate,,,
4089,SBC 801 - The Saudi Fire Protection Code (3)-401-600_extracted_chunks.json,73,85,707.3.10,,no_detectable_heading,"The following examples illustrate how the criteria of this section are intended to be applied:: • If a building contains a single fire area of Group F-1 and the fire area is 1200 m2, an automatic sprinkler system is required",1,1,,1,,split_chunk_candidate,,,
4090,SBC 801 - The Saudi Fire Protection Code (3)-401-600_extracted_chunks.json,73,85,903.2.5,903.2.5.1,body_heading_child_of_section_number,903.2.5.1 General. An automatic sprinkler system shall be installed in Group H occupancies. ❖ This section requires an automatic sprinkler system in all Group H occupancies. Even though in some instances the hazard associated with the occupancy may be one,,,,1,,split_chunk_candidate,,,
4091,SBC 801 - The Saudi Fire Protection Code (3)-401-600_extracted_chunks.json,73,85,903.2.5,903.2.5.2,body_heading_child_of_section_number,"Table 903.2.5.2 designates the appropriate occupancy hazard classification for the various areas within a Group H-5 facility. The listed occupancy hazard classifications correspond to specific sprinkler system design criteria in NFPA 13. Ordinary Hazard Group 2 occupancies, for example, require",,,,1,,split_chunk_candidate,,,
4092,SBC 801 - The Saudi Fire Protection Code (3)-401-600_extracted_chunks.json,73,85,308.6.1,,no_detectable_heading,"Group I-4 occupancies would include either adult only care facilities or occupancies that provide personal care for more than five children, 21/2 years of age or younger, on a less than 24-hour basis. Because the degree of assistance and the",1,1,,1,,split_chunk_candidate,,,
4093,SBC 801 - The Saudi Fire Protection Code (3)-401-600_extracted_chunks.json,73,85,903.2.7,903.2.7.2,body_heading_child_of_section_number,"❖ Regardless of the size of the Group M fire area, an automatic sprinkler system may be required in a high-piled storage area. High-piled storage includes piled, palletized, bin box, shelf or rack storage of Class I through IV combustibles",1,,,1,,split_chunk_candidate,,,
4094,SBC 801 - The Saudi Fire Protection Code (3)-401-600_extracted_chunks.json,73,85,903.3.2,,no_detectable_heading,"infants, those with a disability or who may simply be asleep. While the presence of a sprinkler system cannot always protect occupants in residential buildings who are aware of the ignition and either do not respond or respond inappropriately, it",,1,,1,,split_chunk_candidate,,,
4095,SBC 801 - The Saudi Fire Protection Code (3)-401-600_extracted_chunks.json,73,85,903.2.4,,no_detectable_heading,"❖ An automatic sprinkler system must be provided throughout all buildings containing a Group S-1 occupancy fire area where the fire area exceeds 1115 m2; is more than three stories above grade plane; combined, on all floors including mezzanines, exceeds",,1,,1,,split_chunk_candidate,,,
4096,SBC 801 - The Saudi Fire Protection Code (3)-401-600_extracted_chunks.json,73,85,903.2.9,903.2.9.3,body_heading_child_of_section_number,Whether the volume of tires is divided into different fire areas or not is irrelevant to the application of this section. If the total for all areas where tires are stored is great enough that the resultant storage volume exceeds,1,1,,1,,split_chunk_candidate,,,
4097,SBC 801 - The Saudi Fire Protection Code (3)-401-600_extracted_chunks.json,73,85,903.2.8,,no_detectable_heading,The exception exempts enclosed garages in buildings where the garages are located below a Group R-3 occupancy. The exception is essentially moot since the code requires all buildings with a Group R occupancy to be sprinklered throughout. Because the entire,,,,1,,split_chunk_candidate,,,
4098,SBC 801 - The Saudi Fire Protection Code (3)-401-600_extracted_chunks.json,86,86,903.2.11,,no_detectable_heading,"CHAPTER 9— FIRE PROTECTION AND LIFE SAFETY SYSTEMS SBC 801-CC-2024 456 traditional open mechanical-access parking garage in that there are no openings and the entire structure is enclosed. They are more similar to automated high-rack storage systems with no floors,",,,,1,,split_chunk_candidate,,,
4099,SBC 801 - The Saudi Fire Protection Code (3)-401-600_extracted_chunks.json,86,86,903.2.11,,no_detectable_heading,This section specifically states that the required openings be distributed such that the lineal distance between adjacent openings does not exceed 15 m. If the openings in the exterior wall are located without regard to the location of the adjacent,,,,1,,do_not_touch,,,
4100,SBC 801 - The Saudi Fire Protection Code (3)-401-600_extracted_chunks.json,87,88,903.2.11,,no_detectable_heading,CHAPTER 9— FIRE PROTECTION AND LIFE SAFETY SYSTEMS SBC 801-CC-2024 457 addressed and is in SBC 801-2018 Code Interpretations. It addresses automotive service shops that have below-grade service areas where employees perform oil changes and other minor maintenance services. The,,,,1,,do_not_touch,,,
4101,SBC 801 - The Saudi Fire Protection Code (3)-401-600_extracted_chunks.json,87,88,903.2.11,,no_detectable_heading,"❖ If openings are provided on only one side, an automatic sprinkler system would still be required if the opposite wall of the story is more than 23 m from existing openings. An alternative to providing the automatic sprinkler system",,,,1,,do_not_touch,,,
4102,SBC 801 - The Saudi Fire Protection Code (3)-401-600_extracted_chunks.json,87,88,713.4,,no_detectable_heading,"❖ Gravity rubbish (waste) and linen chutes can present a significant hazard to building occupants if they are not properly installed and protected. Generally, these systems are installed in high-occupancy buildings where the occupants will be sleeping or are incapable",,,,1,,do_not_touch,,,
4103,SBC 801 - The Saudi Fire Protection Code (3)-401-600_extracted_chunks.json,89,155,903.3.1,903.2.11.3,body_heading_differs_from_section_number,"CHAPTER 9— FIRE PROTECTION AND LIFE SAFETY SYSTEMS SBC 801-CC-2024 459 Sprinklers in chutes that are in locations subject to freezing require freeze protection in accordance with the requirements of Section 903.3.1.1 and, therefore, the NFPA 13 standard. This can",,,,1,,split_chunk_candidate,,,
4104,SBC 801 - The Saudi Fire Protection Code (3)-401-600_extracted_chunks.json,89,155,903.2.11,903.2.11.6,body_heading_child_of_section_number,Table 903.2.11.6 identifies other sections of the code that require an automatic fire suppression system based on the specific occupancy or use because of the unique hazards of such use or occupancy. The table does not identify the various sections,,,,1,,split_chunk_candidate,,,
4105,SBC 801 - The Saudi Fire Protection Code (3)-401-600_extracted_chunks.json,89,155,903.3.1,,no_detectable_heading,"NFPA 13 defines seven classifications or types of water sprinkler systems: wet pipe (see Commentary Figure 903.3.1.1); dry pipe; preaction or deluge; combined dry pipe and preaction; antifreeze systems; sprinkler systems that are designed for a special purpose and outside",,,,1,1,do_not_touch,,,
4106,SBC 801 - The Saudi Fire Protection Code (3)-401-600_extracted_chunks.json,89,155,903.3.1,,no_detectable_heading,❖ This section allows the omission of sprinkler protection in certain locations if an approved automatic fire detection system is installed. Buildings in compliance with one of the six listed conditions would still be considered fully sprinklered throughout in compliance,,,,1,,do_not_touch,,,
4107,SBC 801 - The Saudi Fire Protection Code (3)-401-600_extracted_chunks.json,89,155,3008.7,,no_detectable_heading,"Condition 6, similar to Condition 5, exempts sprinklers from the machine rooms, machinery spaces, control rooms and control spaces for occupant evacuation elevators. Like fire service access elevators, these elevators need to work during fire situations and their operation cannot",,,,1,,do_not_touch,,,
4108,SBC 801 - The Saudi Fire Protection Code (3)-401-600_extracted_chunks.json,89,155,504.3,,no_detectable_heading,Sprinkler systems designed in accordance with NFPA 13R are intended to prevent flashover (total involvement) in the room of fire origin and to improve the chance for occupants to escape or be evacuated. The design criteria in NFPA 13R are,,,,1,,do_not_touch,,,
4109,SBC 801 - The Saudi Fire Protection Code (3)-401-600_extracted_chunks.json,89,155,308.1.4,,no_detectable_heading,"❖ Balconies, decks and patios in buildings of Type V construction and used for Group R occupancies are required to have sprinkler protection when there is a roof or deck above. This is in addition to the requirements of NFPA",,,,1,,do_not_touch,,,
4111,SBC 801 - The Saudi Fire Protection Code (3)-401-600_extracted_chunks.json,89,155,903.3.1,,no_detectable_heading,"❖ This section clarifies that if the attic is used for living purposes or if fuel-fired equipment or storage is in these areas, full coverage in accordance with NFPA 13R is required. In attics where people are not expected and",,,,1,,split_chunk_candidate,,,
4117,SBC 801 - The Saudi Fire Protection Code (3)-401-600_extracted_chunks.json,89,155,312.10,,no_detectable_heading,normally closed switch is usually used. NFPA 72 does not permit valve supervisory switches to be connected to the same zone circuit as the waterflow switch unless it is specifically arranged to actuate a signal that is distinctive from the,,,,1,,do_not_touch,,,
4118,SBC 801 - The Saudi Fire Protection Code (3)-401-600_extracted_chunks.json,89,155,907.2.1,,no_detectable_heading,"The primary purpose of the exterior alarm is to notify people outside the building that the sprinkler system is in operation. Originally, it was to act as a supplemental alert so that passersby could notify the fire department of the",,,,1,1,do_not_touch,,,
4119,SBC 801 - The Saudi Fire Protection Code (3)-401-600_extracted_chunks.json,89,155,907.2.2,907.2.2.1,body_heading_child_of_section_number,"The exception does not eliminate the fire alarm system, but rather permits it to be initiated automatically by the sprinkler waterflow switch(es) instead of by the manual fire alarm boxes. 907.2.2.1 Ambulatory care facilities. Fire areas containing ambulatory care facilities",,,,1,1,split_chunk_candidate,,,
4121,SBC 801 - The Saudi Fire Protection Code (3)-401-600_extracted_chunks.json,89,155,903.2.3,,no_detectable_heading,"Exception 3 exempts manual fire alarm boxes in interior corridors, laboratories, auditoriums, cafeterias, gymnasiums and similar spaces where heat/smoke detectors are installed or where manual activation is provided at normally occupied locations. This is not an exception from the EV/ACS",,,,1,1,split_chunk_candidate,,,
4123,SBC 801 - The Saudi Fire Protection Code (3)-401-600_extracted_chunks.json,89,155,907.2.6,907.2.6.1,body_heading_child_of_section_number,"❖ Occupancies in Group I-1 tend to be compartmentalized into small rooms so that a fire in one area of the building would not easily be noticed by occupants in another part of the building. Therefore, smoke detection is required",,,,1,1,split_chunk_candidate,,,
4124,SBC 801 - The Saudi Fire Protection Code (3)-401-600_extracted_chunks.json,89,155,407.2,,no_detectable_heading,"In Group I-2, Condition 1 occupancies (nursing homes, long-term care facilities and detoxification facilities), some redundancy is appropriate because such facilities typically have less control over furnishings and personal items, thereby resulting in a less predictable and usually higher fire",,,,,1,do_not_touch,,,
4125,SBC 801 - The Saudi Fire Protection Code (3)-401-600_extracted_chunks.json,89,155,907.2.6,403.8.3,suspicious_cross_chapter_label,"❖ Because of the evacuation difficulties associated with Group I-3 occupancies and the dependence on adequate staff response, a manual fire alarm system and an automatic smoke detection system are required subject to the special occupancy conditions in Sections 907.2.6.3.1",,,,1,1,manual_review,,,
4126,SBC 801 - The Saudi Fire Protection Code (3)-401-600_extracted_chunks.json,89,155,903.2.6,907.2.7,suspicious_cross_chapter_label,"Exception 3 allows smoke detectors to be omitted in sleeping units housing no more than four occupants on the basis that in a building that is protected throughout with an approved automatic sprinkler system, the system will provide both detection",1,1,,1,1,split_chunk_candidate,,,
4128,SBC 801 - The Saudi Fire Protection Code (3)-401-600_extracted_chunks.json,89,155,907.2.8,907.2.8.3,body_heading_child_of_section_number,The exception provides that automatic fire detectors are not required in motels and hotels that do not have interior corridors and in which sleeping units have a door opening directly to an exterior exit access that leads directly to the,,,,1,1,split_chunk_candidate,,,
4129,SBC 801 - The Saudi Fire Protection Code (3)-401-600_extracted_chunks.json,89,155,907.2.11,,no_detectable_heading,"Exception 1 eliminates the requirement for a manual fire alarm system if the sleeping units have an exit discharging directly to a public way, exit court or yard. Even though the building may be two stories in height, the sleeping",,,,1,1,split_chunk_candidate,,,
4130,SBC 801 - The Saudi Fire Protection Code (3)-401-600_extracted_chunks.json,89,155,907.2.10,,no_detectable_heading,"In a study completed by the New York State Governor’s Task Force on Campus Fire Safety, it was cited that 43 percent of fires in college dormitories are located in dorm rooms or kitchens, leaving the other 57 percent located",,,,1,1,do_not_touch,,,
4131,SBC 801 - The Saudi Fire Protection Code (3)-401-600_extracted_chunks.json,89,155,903.2.9,907.2.11,suspicious_cross_chapter_label,Note that Section 903.2.9.4 requires that an automatic sprinkler system be provided throughout a Group S-1 fire area where the area used for the storage of upholstered furniture or mattresses exceeds 230 square meter. 907.2.11 Single and multiple-station smoke alarms.,,,,1,1,split_chunk_candidate,,,
4132,SBC 801 - The Saudi Fire Protection Code (3)-401-600_extracted_chunks.json,89,155,907.2.10,907.2.10.5,body_heading_child_of_section_number,"If a sprinkler system is installed throughout the building in accordance with NFPA 13, 13R or 13D, if applicable, smoke alarms would still be required in the bedrooms even if residential sprinklers are used. Smoke alarms are required in split-level",,,,,1,split_chunk_candidate,,,
4133,SBC 801 - The Saudi Fire Protection Code (3)-401-600_extracted_chunks.json,89,155,907.7.1,,no_detectable_heading,"The term “interconnection” refers to either hardwired systems or listed wireless systems. UL has listed smoke detectors that use this technology. It is presumed that on safely evacuating the unit or room of fire origin, an occupant will notify other",,,,,1,split_chunk_candidate,,,
4134,SBC 801 - The Saudi Fire Protection Code (3)-401-600_extracted_chunks.json,89,155,907.2.12,907.2.12.1,body_heading_child_of_section_number,"The approved automatic smoke detection system is required to provide early warning of a fire. The detection system is required regardless of the presence of staff in the building. 907.2.12.1 Alarm. Activation of any single smoke detector, the automatic sprinkler",,,,,1,split_chunk_candidate,,,
4135,SBC 801 - The Saudi Fire Protection Code (3)-401-600_extracted_chunks.json,89,155,907.5.2,907.2.20,body_heading_differs_from_section_number,"structures located more than 18 m below the level of exit discharge must therefore have a manual fire alarm system. An emergency voice/alarm communications system is also required as part of this system (see commentary, Section 907.5.2.2). 907.2.20 Covered and",,,,1,1,split_chunk_candidate,,,
4136,SBC 801 - The Saudi Fire Protection Code (3)-401-600_extracted_chunks.json,89,155,907.2.22,,no_detectable_heading,❖ This section addresses airport traffic control towers that are equipped throughout with an automatic sprinkler system and provide multiple exits. The requirements are less restrictive than Section 907.2.22.2because two important safety aspects are provided. The first three items address,,,,,1,do_not_touch,,,
4138,SBC 801 - The Saudi Fire Protection Code (3)-401-600_extracted_chunks.json,102,115,904.3.2,,no_detectable_heading,"The requirements for fire-extinguishing system actuation correlate with the requirements of NFPA 17 and NFPA 17A. The requirement prescribes that when a hazard is protected by two or more fire-extinguishing systems, all of the systems must be designed to operate",,,,,1,split_chunk_candidate,,,
4140,SBC 801 - The Saudi Fire Protection Code (3)-401-600_extracted_chunks.json,102,115,904.5.1,,no_detectable_heading,"❖ NFPA 17A contains minimum requirements for the design, installation, operation, testing and maintenance of wet-chemical preengineered extinguishing systems. Equipment that is typically protected with wet-chemical extinguishing systems includes restaurant, commercial and institutional hoods, plenums, ducts, and associated cooking equipment.",,,,,,split_chunk_candidate,,,
4141,SBC 801 - The Saudi Fire Protection Code (3)-401-600_extracted_chunks.json,102,115,904.6.1,,no_detectable_heading,Local application of dry-chemical extinguishing systems is to be used for extinguishing fires where the hazard is not enclosed or where the enclosure does not conform to the requirements for total flooding systems. Local application systems have successfully protected hazards,,,,,,split_chunk_candidate,,,
4142,SBC 801 - The Saudi Fire Protection Code (3)-401-600_extracted_chunks.json,102,115,904.7.1,,no_detectable_heading,"NFPA 11 gives minimum requirements for the installation, design, operation, testing and maintenance of medium-and high-expansion foam systems. Medium-expansion foam is defined as an aggregation of air-filled bubbles resulting from the mechanical expansion of a foam solution by air or",,,,,,split_chunk_candidate,,,
4143,SBC 801 - The Saudi Fire Protection Code (3)-401-600_extracted_chunks.json,102,115,904.8.1,,no_detectable_heading,"Total-flooding systems may be used where there is a permanent enclosure around the hazard that is adequate to allow the required concentration to be built up and maintained for the required period of time, which varies for different hazards. Examples",,,,,,split_chunk_candidate,,,
4146,SBC 801 - The Saudi Fire Protection Code (3)-401-600_extracted_chunks.json,102,115,904.10.1,,no_detectable_heading,Clean-agent fire-extinguishing systems were developed in response to the demise of halon as an acceptable fire-extinguishing agent because of its harmful effect on the environment. Although the original hope for a halon substitute was that these new clean agents could,,,,,,split_chunk_candidate,,,
4148,SBC 801 - The Saudi Fire Protection Code (3)-401-600_extracted_chunks.json,102,115,903.4.2,904.11.2.3,suspicious_cross_chapter_label,"❖ Again, this is not intended to be occupant notification but to simply alert someone that the system has activated. See the commentary to Sections 903.4.2 and 904.11.2. 904.11.2.3 Floor control valves. Floor control valves shall be provided as required",,,,1,,split_chunk_candidate,,,
4150,SBC 801 - The Saudi Fire Protection Code (3)-401-600_extracted_chunks.json,102,115,904.12,,no_detectable_heading,"Commercial cooking recirculating systems consist of an electric cooking appliance and an integral or matched packaged hood assembly. The hood assembly consists of a fan, collection hood, grease filter, fire damper, fire- extinguishing system and air filter, such as an",,,,,,split_chunk_candidate,,,
4152,SBC 801 - The Saudi Fire Protection Code (3)-401-600_extracted_chunks.json,102,115,904.13.5,904.13.5.1,body_heading_child_of_section_number,"❖ Most fires in commercial kitchens involve the cooking appliance and exhaust system in some way. Proper operation of the system in accordance with SBC 501, as well as routine maintenance can reduce the hazards related to the collection and",,,,,,split_chunk_candidate,,,
4153,SBC 801 - The Saudi Fire Protection Code (3)-401-600_extracted_chunks.json,102,115,904.14.1,,no_detectable_heading,"❖ As nursing homes move away from institutional models, it is critical to have a functioning kitchen that can serve as the “hearth of the home.” Instead of a large, centralized, institutional kitchen where all meals are prepared and delivered",,,,,,split_chunk_candidate,,,
